Age Group,Date of Death,7-Day Average
25-44,09/30/22,0.1
25-44,10/01/22,0.1
25-44,10/02/22,0.1
25-44,10/03/22,0.1
25-44,10/04/22,0.1
25-44,10/05/22,0.1
25-44,10/06/22,0
25-44,10/07/22,0
25-44,10/08/22,0
25-44,10/09/22,0
25-44,10/10/22,0
25-44,10/11/22,0
25-44,10/12/22,0
25-44,10/13/22,0
25-44,10/14/22,0
25-44,10/15/22,0
25-44,10/16/22,0
25-44,10/17/22,0
25-44,10/18/22,0.1
25-44,10/19/22,0.1
25-44,10/20/22,0.1
25-44,10/21/22,0.1
25-44,10/22/22,0.1
25-44,10/23/22,0.1
25-44,10/24/22,0.1
25-44,10/25/22,0
25-44,10/26/22,0
25-44,10/27/22,0
25-44,10/28/22,0
25-44,10/29/22,0
25-44,10/30/22,0
25-44,10/31/22,0
25-44,11/01/22,0
25-44,11/02/22,0
25-44,11/03/22,0
25-44,11/04/22,0.1
25-44,11/05/22,0.1
25-44,11/06/22,0.1
25-44,11/07/22,0.1
25-44,11/08/22,0.1
25-44,11/09/22,0.1
25-44,11/10/22,0.1
25-44,11/11/22,0.1
25-44,11/12/22,0.1
25-44,11/13/22,0.1
25-44,11/14/22,0.1
25-44,11/15/22,0.1
25-44,11/16/22,0.1
25-44,11/17/22,0.1
25-44,11/18/22,0
25-44,11/19/22,0
25-44,11/20/22,0
25-44,11/21/22,0
25-44,11/22/22,0
25-44,11/23/22,0.1
25-44,11/24/22,0.1
25-44,11/25/22,0.3
25-44,11/26/22,0.3
25-44,11/27/22,0.3
25-44,11/28/22,0.3
25-44,11/29/22,0.4
25-44,11/30/22,0.3
25-44,12/01/22,0.4
25-44,12/02/22,0.3
25-44,12/03/22,0.3
25-44,12/04/22,0.4
25-44,12/05/22,0.4
25-44,12/06/22,0.3
25-44,12/07/22,0.3
25-44,12/08/22,0.1
25-44,12/09/22,0.1
25-44,12/10/22,0.1
25-44,12/11/22,0
25-44,12/12/22,0
25-44,12/13/22,0
25-44,12/14/22,0.1
25-44,12/15/22,0.1
25-44,12/16/22,0.1
25-44,12/17/22,0.1
25-44,12/18/22,0.1
25-44,12/19/22,0.1
25-44,12/20/22,0.1
25-44,12/21/22,0
25-44,12/22/22,0
25-44,12/23/22,0
25-44,12/24/22,0
25-44,12/25/22,0
25-44,12/26/22,0
25-44,12/27/22,0
25-44,12/28/22,0
25-44,12/29/22,0
25-44,12/30/22,0
25-44,12/31/22,0
25-44,01/01/23,0
25-44,01/02/23,0
25-44,01/03/23,0
25-44,01/04/23,0
25-44,01/05/23,0
25-44,01/06/23,0
25-44,01/07/23,0
25-44,01/08/23,0
25-44,01/09/23,0.1
25-44,01/10/23,0.1
25-44,01/11/23,0.1
25-44,01/12/23,0.1
25-44,01/13/23,0.1
25-44,01/14/23,0.1
25-44,01/15/23,0.1
25-44,01/16/23,0
25-44,01/17/23,0
25-44,01/18/23,0
25-44,01/19/23,0
25-44,01/20/23,0
25-44,01/21/23,0
25-44,01/22/23,0
25-44,01/23/23,0
25-44,01/24/23,0
25-44,01/25/23,0
25-44,01/26/23,0
25-44,01/27/23,0
25-44,01/28/23,0
25-44,01/29/23,0
25-44,01/30/23,0
25-44,01/31/23,0
25-44,02/01/23,0
25-44,02/02/23,0
25-44,02/03/23,0.1
25-44,02/04/23,0.1
25-44,02/05/23,0.1
25-44,02/06/23,0.1
25-44,02/07/23,0.1
25-44,02/08/23,0.1
25-44,02/09/23,0.1
25-44,02/10/23,0
25-44,02/11/23,0
25-44,02/12/23,0
25-44,02/13/23,0
25-44,02/14/23,0
25-44,02/15/23,0
25-44,02/16/23,0
25-44,02/17/23,0
25-44,02/18/23,0
25-44,02/19/23,0
25-44,02/20/23,0
25-44,02/21/23,0
25-44,02/22/23,0
25-44,02/23/23,0
25-44,02/24/23,0
25-44,02/25/23,0
25-44,02/26/23,0
25-44,02/27/23,0
25-44,02/28/23,0
25-44,03/01/23,0
25-44,03/02/23,0
25-44,03/03/23,0
25-44,03/04/23,0
25-44,03/05/23,0
25-44,03/06/23,0
25-44,03/07/23,0
25-44,03/08/23,0
25-44,03/09/23,0
25-44,03/10/23,0
25-44,03/11/23,0
25-44,03/12/23,0
25-44,03/13/23,0
25-44,03/14/23,0
25-44,03/15/23,0
25-44,03/16/23,0.1
25-44,03/17/23,0.1
25-44,03/18/23,0.1
25-44,03/19/23,0.1
25-44,03/20/23,0.1
25-44,03/21/23,0.1
25-44,03/22/23,0.1
25-44,03/23/23,0
25-44,03/24/23,0
25-44,03/25/23,0.1
25-44,03/26/23,0.1
25-44,03/27/23,0.1
25-44,03/28/23,0.1
25-44,03/29/23,0.1
25-44,03/30/23,0.1
25-44,03/31/23,0.1
25-44,04/01/23,0
25-44,04/02/23,0
25-44,04/03/23,0
25-44,04/04/23,0
25-44,04/05/23,0
25-44,04/06/23,0
25-44,04/07/23,0
25-44,04/08/23,0
25-44,04/09/23,0
25-44,04/10/23,0
25-44,04/11/23,0
25-44,04/12/23,0
25-44,04/13/23,0
25-44,04/14/23,0
25-44,04/15/23,0
25-44,04/16/23,0
25-44,04/17/23,0
25-44,04/18/23,0
25-44,04/19/23,0
25-44,04/20/23,0
25-44,04/21/23,0
25-44,04/22/23,0
25-44,04/23/23,0
25-44,04/24/23,0.1
25-44,04/25/23,0.1
25-44,04/26/23,0.1
25-44,04/27/23,0.1
25-44,04/28/23,0.1
25-44,04/29/23,0.1
25-44,04/30/23,0.1
25-44,05/01/23,0
25-44,05/02/23,0
25-44,05/03/23,0
25-44,05/04/23,0
25-44,05/05/23,0
25-44,05/06/23,0
25-44,05/07/23,0
25-44,05/08/23,0
25-44,05/09/23,0
25-44,05/10/23,0
25-44,05/11/23,0
25-44,05/12/23,0
25-44,05/13/23,0
25-44,05/14/23,0
25-44,05/15/23,0
25-44,05/16/23,0
25-44,05/17/23,0
25-44,05/18/23,0
25-44,05/19/23,0
25-44,05/20/23,0
25-44,05/21/23,0
25-44,05/22/23,0
25-44,05/23/23,0
25-44,05/24/23,0
25-44,05/25/23,0
25-44,05/26/23,0
25-44,05/27/23,0
25-44,05/28/23,0
25-44,05/29/23,0
25-44,05/30/23,0
25-44,05/31/23,0
25-44,06/01/23,0
25-44,06/02/23,0.1
25-44,06/03/23,0.1
25-44,06/04/23,0.1
25-44,06/05/23,0.1
25-44,06/06/23,0.1
25-44,06/07/23,0.1
25-44,06/08/23,0.1
25-44,06/09/23,0
25-44,06/10/23,0
25-44,06/11/23,0
25-44,06/12/23,0
25-44,06/13/23,0
25-44,06/14/23,0
25-44,06/15/23,0
25-44,06/16/23,0
25-44,06/17/23,0
25-44,06/18/23,0
25-44,06/19/23,0
25-44,06/20/23,0
25-44,06/21/23,0
25-44,06/22/23,0
25-44,06/23/23,0
25-44,06/24/23,0
25-44,06/25/23,0
25-44,06/26/23,0
25-44,06/27/23,0
25-44,06/28/23,0
25-44,06/29/23,0
25-44,06/30/23,0
25-44,07/01/23,0
25-44,07/02/23,0
25-44,07/03/23,0
25-44,07/04/23,0
25-44,07/05/23,0
25-44,07/06/23,0
25-44,07/07/23,0
25-44,07/08/23,0
25-44,07/09/23,0
25-44,07/10/23,0
25-44,07/11/23,0
25-44,07/12/23,0
25-44,07/13/23,0
25-44,07/14/23,0
25-44,07/15/23,0
25-44,07/16/23,0
25-44,07/17/23,0
25-44,07/18/23,0
25-44,07/19/23,0
25-44,07/20/23,0
25-44,07/21/23,0
25-44,07/22/23,0
25-44,07/23/23,0
25-44,07/24/23,0
25-44,07/25/23,0
25-44,07/26/23,0
25-44,07/27/23,0
25-44,07/28/23,0
25-44,07/29/23,0
25-44,07/30/23,0
25-44,07/31/23,0
25-44,08/01/23,0
25-44,08/02/23,0
25-44,08/03/23,0
25-44,08/04/23,0
25-44,08/05/23,0
25-44,08/06/23,0
25-44,08/07/23,0
25-44,08/08/23,0
25-44,08/09/23,0
25-44,08/10/23,0
25-44,08/11/23,0
25-44,08/12/23,0
25-44,08/13/23,0
25-44,08/14/23,0
25-44,08/15/23,0
25-44,08/16/23,0
25-44,08/17/23,0
25-44,08/18/23,0
25-44,08/19/23,0
25-44,08/20/23,0
25-44,08/21/23,0
25-44,08/22/23,0
25-44,08/23/23,0
25-44,08/24/23,0
25-44,08/25/23,0
25-44,08/26/23,0
25-44,08/27/23,0
25-44,08/28/23,0
25-44,08/29/23,0
25-44,08/30/23,0
25-44,08/31/23,0
25-44,09/01/23,0
25-44,09/02/23,0
25-44,09/03/23,0
25-44,09/04/23,0
25-44,09/05/23,0
25-44,09/06/23,0
25-44,09/07/23,0
25-44,09/08/23,0
25-44,09/09/23,0
25-44,09/10/23,0
25-44,09/11/23,0
25-44,09/12/23,0.1
25-44,09/13/23,0.1
25-44,09/14/23,0.1
25-44,09/15/23,0.1
25-44,09/16/23,0.1
25-44,09/17/23,0.1
25-44,09/18/23,0.1
25-44,09/19/23,0
25-44,09/20/23,0
25-44,09/21/23,0
25-44,09/22/23,0
25-44,09/23/23,0
25-44,09/24/23,0
25-44,09/25/23,0
25-44,09/26/23,0
25-44,09/27/23,0
25-44,09/28/23,0
25-44,09/29/23,0
25-44,09/30/23,0
25-44,10/01/23,0
25-44,10/02/23,0
25-44,10/03/23,0
25-44,10/04/23,0
25-44,10/05/23,0
25-44,10/06/23,0
25-44,10/07/23,0
25-44,10/08/23,0
25-44,10/09/23,0
25-44,10/10/23,0
25-44,10/11/23,0
25-44,10/12/23,0
25-44,10/13/23,0
25-44,10/14/23,0
25-44,10/15/23,0
25-44,10/16/23,0
25-44,10/17/23,0
25-44,10/18/23,0
25-44,10/19/23,0
25-44,10/20/23,0
25-44,10/21/23,0
25-44,10/22/23,0
25-44,10/23/23,0
25-44,10/24/23,0
25-44,10/25/23,0
25-44,10/26/23,0
25-44,10/27/23,0
25-44,10/28/23,0
25-44,10/29/23,0
25-44,10/30/23,0
25-44,10/31/23,0
25-44,11/01/23,0
25-44,11/02/23,0
25-44,11/03/23,0
25-44,11/04/23,0
25-44,11/05/23,0
25-44,11/06/23,0
25-44,11/07/23,0
25-44,11/08/23,0
25-44,11/09/23,0
25-44,11/10/23,0
25-44,11/11/23,0
25-44,11/12/23,0
25-44,11/13/23,0
25-44,11/14/23,0.1
25-44,11/15/23,0.1
25-44,11/16/23,0.1
25-44,11/17/23,0.1
25-44,11/18/23,0.1
25-44,11/19/23,0.1
25-44,11/20/23,0.1
25-44,11/21/23,0
25-44,11/22/23,0
25-44,11/23/23,0
25-44,11/24/23,0
25-44,11/25/23,0
25-44,11/26/23,0
25-44,11/27/23,0
25-44,11/28/23,0
25-44,11/29/23,0
25-44,11/30/23,0
25-44,12/01/23,0.1
25-44,12/02/23,0.1
25-44,12/03/23,0.1
25-44,12/04/23,0.1
25-44,12/05/23,0.1
25-44,12/06/23,0.1
25-44,12/07/23,0.1
25-44,12/08/23,0
25-44,12/09/23,0
25-44,12/10/23,0
25-44,12/11/23,0
25-44,12/12/23,0
25-44,12/13/23,0
25-44,12/14/23,0
25-44,12/15/23,0
25-44,12/16/23,0
25-44,12/17/23,0
25-44,12/18/23,0
25-44,12/19/23,0
25-44,12/20/23,0
25-44,12/21/23,0
25-44,12/22/23,0
25-44,12/23/23,0
25-44,12/24/23,0
25-44,12/25/23,0
25-44,12/26/23,0
25-44,12/27/23,0
25-44,12/28/23,0
25-44,12/29/23,0
25-44,12/30/23,0
25-44,12/31/23,0.1
25-44,01/01/24,0.1
25-44,01/02/24,0.1
25-44,01/03/24,0.1
25-44,01/04/24,0.1
25-44,01/05/24,0.1
25-44,01/06/24,0.1
25-44,01/07/24,0
25-44,01/08/24,0
25-44,01/09/24,0
25-44,01/10/24,0
25-44,01/11/24,0
25-44,01/12/24,0
25-44,01/13/24,0
25-44,01/14/24,0
25-44,01/15/24,0
25-44,01/16/24,0
25-44,01/17/24,0
25-44,01/18/24,0
25-44,01/19/24,0
25-44,01/20/24,0
25-44,01/21/24,0
25-44,01/22/24,0
25-44,01/23/24,0
25-44,01/24/24,0
25-44,01/25/24,0
25-44,01/26/24,0
25-44,01/27/24,0
25-44,01/28/24,0
25-44,01/29/24,0
25-44,01/30/24,0
25-44,01/31/24,0
25-44,02/01/24,0
25-44,02/02/24,0
25-44,02/03/24,0
25-44,02/04/24,0
25-44,02/05/24,0
25-44,02/06/24,0
25-44,02/07/24,0
25-44,02/08/24,0.1
25-44,02/09/24,0.1
25-44,02/10/24,0.1
25-44,02/11/24,0.1
25-44,02/12/24,0.1
25-44,02/13/24,0.1
25-44,02/14/24,0.1
25-44,02/15/24,0
25-44,02/16/24,0
25-44,02/17/24,0
25-44,02/18/24,0
25-44,02/19/24,0
25-44,02/20/24,0
25-44,02/21/24,0
25-44,02/22/24,0
25-44,02/23/24,0
25-44,02/24/24,0
25-44,02/25/24,0
25-44,02/26/24,0
25-44,02/27/24,0
25-44,02/28/24,0
25-44,02/29/24,0
25-44,03/01/24,0
25-44,03/02/24,0
25-44,03/03/24,0
25-44,03/04/24,0
25-44,03/05/24,0
25-44,03/06/24,0
25-44,03/07/24,0
25-44,03/08/24,0
25-44,03/09/24,0
25-44,03/10/24,0
25-44,03/11/24,0
25-44,03/12/24,0
25-44,03/13/24,0
25-44,03/14/24,0
25-44,03/15/24,0
25-44,03/16/24,0
25-44,03/17/24,0
25-44,03/18/24,0
25-44,03/19/24,0
25-44,03/20/24,0
25-44,03/21/24,0
25-44,03/22/24,0
25-44,03/23/24,0
25-44,03/24/24,0
25-44,03/25/24,0
25-44,03/26/24,0
25-44,03/27/24,0
25-44,03/28/24,0
25-44,03/29/24,0
25-44,03/30/24,0
25-44,03/31/24,0
25-44,04/01/24,0
25-44,04/02/24,0
25-44,04/03/24,0
25-44,04/04/24,0
25-44,04/05/24,0
25-44,04/06/24,0
25-44,04/07/24,0
25-44,04/08/24,0
25-44,04/09/24,0
25-44,04/10/24,0
25-44,04/11/24,0
25-44,04/12/24,0
25-44,04/13/24,0
25-44,04/14/24,0
25-44,04/15/24,0
25-44,04/16/24,0
25-44,04/17/24,0
25-44,04/18/24,0
25-44,04/19/24,0
25-44,04/20/24,0
25-44,04/21/24,0
25-44,04/22/24,0
25-44,04/23/24,0
25-44,04/24/24,0
25-44,04/25/24,0
25-44,04/26/24,0
25-44,04/27/24,0
25-44,04/28/24,0
25-44,04/29/24,0
25-44,04/30/24,0
25-44,05/01/24,0
25-44,05/02/24,0
25-44,05/03/24,0
25-44,05/04/24,0
25-44,05/05/24,0
25-44,05/06/24,0
25-44,05/07/24,0
25-44,05/08/24,0
25-44,05/09/24,0
25-44,05/10/24,0
25-44,05/11/24,0
25-44,05/12/24,0
25-44,05/13/24,0
25-44,05/14/24,0
25-44,05/15/24,0
25-44,05/16/24,0
25-44,05/17/24,0
25-44,05/18/24,0
25-44,05/19/24,0
25-44,05/20/24,0
25-44,05/21/24,0
25-44,05/22/24,0
25-44,05/23/24,0
25-44,05/24/24,0
25-44,05/25/24,0
25-44,05/26/24,0
25-44,05/27/24,0
25-44,05/28/24,0
25-44,05/29/24,0
25-44,05/30/24,0
25-44,05/31/24,0
25-44,06/01/24,0
25-44,06/02/24,0
25-44,06/03/24,0
25-44,06/04/24,0
25-44,06/05/24,0
25-44,06/06/24,0
25-44,06/07/24,0
25-44,06/08/24,0
25-44,06/09/24,0
25-44,06/10/24,0
25-44,06/11/24,0
25-44,06/12/24,0
25-44,06/13/24,0
25-44,06/14/24,0
25-44,06/15/24,0
25-44,06/16/24,0
25-44,06/17/24,0
25-44,06/18/24,0
25-44,06/19/24,0
25-44,06/20/24,0
25-44,06/21/24,0
25-44,06/22/24,0
25-44,06/23/24,0
25-44,06/24/24,0
25-44,06/25/24,0
25-44,06/26/24,0
25-44,06/27/24,0
25-44,06/28/24,0
25-44,06/29/24,0
25-44,06/30/24,0
25-44,07/01/24,0
25-44,07/02/24,0
25-44,07/03/24,0
25-44,07/04/24,0
25-44,07/05/24,0
25-44,07/06/24,0
25-44,07/07/24,0
25-44,07/08/24,0
25-44,07/09/24,0
25-44,07/10/24,0
45-64,03/06/20,NA
45-64,03/07/20,NA
45-64,03/08/20,NA
45-64,03/09/20,NA
45-64,03/10/20,NA
45-64,03/11/20,NA
45-64,03/12/20,0
45-64,03/13/20,0
45-64,03/14/20,0
45-64,03/15/20,0
45-64,03/16/20,0
45-64,03/17/20,0
45-64,03/18/20,0
45-64,03/19/20,0
45-64,03/20/20,0
45-64,03/21/20,0
45-64,03/22/20,0
45-64,03/23/20,0
45-64,03/24/20,0
45-64,03/25/20,0
45-64,03/26/20,0.3
45-64,03/27/20,0.3
45-64,03/28/20,0.3
45-64,03/29/20,0.4
45-64,03/30/20,0.4
45-64,03/31/20,0.4
45-64,04/01/20,0.4
45-64,04/02/20,0.1
45-64,04/03/20,0.1
45-64,04/04/20,0.3
45-64,04/05/20,0.1
45-64,04/06/20,0.1
45-64,04/07/20,0.3
45-64,04/08/20,0.3
45-64,04/09/20,0.3
45-64,04/10/20,0.4
45-64,04/11/20,0.3
45-64,04/12/20,0.3
45-64,04/13/20,0.3
45-64,04/14/20,0.3
45-64,04/15/20,0.3
45-64,04/16/20,0.3
45-64,04/17/20,0.1
45-64,04/18/20,0.1
45-64,04/19/20,0.1
45-64,04/20/20,0.4
45-64,04/21/20,0.3
45-64,04/22/20,0.4
45-64,04/23/20,0.6
45-64,04/24/20,0.6
45-64,04/25/20,0.9
45-64,04/26/20,1
45-64,04/27/20,0.7
45-64,04/28/20,0.7
45-64,04/29/20,0.6
45-64,04/30/20,0.4
45-64,05/01/20,0.4
45-64,05/02/20,0.3
45-64,05/03/20,0.3
45-64,05/04/20,0.3
45-64,05/05/20,0.6
45-64,05/06/20,0.6
45-64,05/07/20,0.7
45-64,05/08/20,0.7
45-64,05/09/20,0.7
45-64,05/10/20,0.6
45-64,05/11/20,0.9
45-64,05/12/20,0.7
45-64,05/13/20,1
45-64,05/14/20,0.9
45-64,05/15/20,1
45-64,05/16/20,0.9
45-64,05/17/20,0.9
45-64,05/18/20,0.6
45-64,05/19/20,0.4
45-64,05/20/20,0.1
45-64,05/21/20,0.1
45-64,05/22/20,0
45-64,05/23/20,0.3
45-64,05/24/20,0.3
45-64,05/25/20,0.4
45-64,05/26/20,0.4
45-64,05/27/20,0.4
45-64,05/28/20,0.6
45-64,05/29/20,0.6
45-64,05/30/20,0.6
45-64,05/31/20,0.6
45-64,06/01/20,0.6
45-64,06/02/20,0.6
45-64,06/03/20,0.6
45-64,06/04/20,0.4
45-64,06/05/20,0.4
45-64,06/06/20,0.1
45-64,06/07/20,0.3
45-64,06/08/20,0.1
45-64,06/09/20,0.3
45-64,06/10/20,0.6
45-64,06/11/20,0.6
45-64,06/12/20,0.9
45-64,06/13/20,0.9
45-64,06/14/20,0.9
45-64,06/15/20,0.9
45-64,06/16/20,0.9
45-64,06/17/20,0.7
45-64,06/18/20,0.7
45-64,06/19/20,0.4
45-64,06/20/20,0.6
45-64,06/21/20,0.6
45-64,06/22/20,0.9
45-64,06/23/20,0.9
45-64,06/24/20,0.7
45-64,06/25/20,0.7
45-64,06/26/20,0.7
45-64,06/27/20,0.9
45-64,06/28/20,0.7
45-64,06/29/20,0.6
45-64,06/30/20,0.7
45-64,07/01/20,0.7
45-64,07/02/20,0.7
45-64,07/03/20,0.7
45-64,07/04/20,0.4
45-64,07/05/20,0.6
45-64,07/06/20,0.6
45-64,07/07/20,0.6
45-64,07/08/20,1.1
45-64,07/09/20,1.1
45-64,07/10/20,1.1
45-64,07/11/20,1.3
45-64,07/12/20,1.3
45-64,07/13/20,1.3
45-64,07/14/20,1.1
45-64,07/15/20,0.6
45-64,07/16/20,0.9
45-64,07/17/20,0.9
45-64,07/18/20,0.7
45-64,07/19/20,1
45-64,07/20/20,1.1
45-64,07/21/20,1
45-64,07/22/20,1.1
45-64,07/23/20,1.1
45-64,07/24/20,1.4
45-64,07/25/20,1.4
45-64,07/26/20,1.1
45-64,07/27/20,0.9
45-64,07/28/20,0.9
45-64,07/29/20,0.9
45-64,07/30/20,0.6
45-64,07/31/20,0.4
45-64,08/01/20,0.4
45-64,08/02/20,0.4
45-64,08/03/20,0.6
45-64,08/04/20,0.6
45-64,08/05/20,0.6
45-64,08/06/20,0.6
45-64,08/07/20,0.6
45-64,08/08/20,0.6
45-64,08/09/20,0.9
45-64,08/10/20,0.7
45-64,08/11/20,0.9
45-64,08/12/20,0.9
45-64,08/13/20,0.9
45-64,08/14/20,0.9
45-64,08/15/20,1
45-64,08/16/20,0.7
45-64,08/17/20,0.7
45-64,08/18/20,0.7
45-64,08/19/20,0.6
45-64,08/20/20,0.6
45-64,08/21/20,0.7
45-64,08/22/20,0.7
45-64,08/23/20,0.9
45-64,08/24/20,0.9
45-64,08/25/20,0.9
45-64,08/26/20,0.9
45-64,08/27/20,0.9
45-64,08/28/20,0.6
45-64,08/29/20,0.4
45-64,08/30/20,0.1
45-64,08/31/20,0.3
45-64,09/01/20,0.1
45-64,09/02/20,0.1
45-64,09/03/20,0.3
45-64,09/04/20,0.4
45-64,09/05/20,0.4
45-64,09/06/20,0.4
45-64,09/07/20,0.3
45-64,09/08/20,0.4
45-64,09/09/20,0.4
45-64,09/10/20,0.4
45-64,09/11/20,0.3
45-64,09/12/20,0.3
45-64,09/13/20,0.3
45-64,09/14/20,0.3
45-64,09/15/20,0.1
45-64,09/16/20,0.3
45-64,09/17/20,0.3
45-64,09/18/20,0.3
45-64,09/19/20,0.3
45-64,09/20/20,0.3
45-64,09/21/20,0.3
45-64,09/22/20,0.3
45-64,09/23/20,0.3
45-64,09/24/20,0.1
45-64,09/25/20,0.1
45-64,09/26/20,0.4
45-64,09/27/20,0.4
45-64,09/28/20,0.4
45-64,09/29/20,0.4
45-64,09/30/20,0.4
45-64,10/01/20,0.6
45-64,10/02/20,0.6
45-64,10/03/20,0.3
45-64,10/04/20,0.3
45-64,10/05/20,0.4
45-64,10/06/20,0.6
45-64,10/07/20,0.4
45-64,10/08/20,0.3
45-64,10/09/20,0.3
45-64,10/10/20,0.4
45-64,10/11/20,0.7
45-64,10/12/20,0.6
45-64,10/13/20,0.4
45-64,10/14/20,0.7
45-64,10/15/20,0.9
45-64,10/16/20,0.9
45-64,10/17/20,0.9
45-64,10/18/20,0.9
45-64,10/19/20,0.9
45-64,10/20/20,0.9
45-64,10/21/20,1
45-64,10/22/20,1
45-64,10/23/20,1.1
45-64,10/24/20,1.4
45-64,10/25/20,1.3
45-64,10/26/20,1.3
45-64,10/27/20,1.7
45-64,10/28/20,1.4
45-64,10/29/20,1.4
45-64,10/30/20,1.6
45-64,10/31/20,1.1
45-64,11/01/20,1.3
45-64,11/02/20,1.4
45-64,11/03/20,1.7
45-64,11/04/20,1.7
45-64,11/05/20,1.9
45-64,11/06/20,2
45-64,11/07/20,2
45-64,11/08/20,1.9
45-64,11/09/20,2
45-64,11/10/20,1.3
45-64,11/11/20,1.3
45-64,11/12/20,1.1
45-64,11/13/20,0.9
45-64,11/14/20,1
45-64,11/15/20,0.9
45-64,11/16/20,0.6
45-64,11/17/20,0.9
45-64,11/18/20,0.7
45-64,11/19/20,1
45-64,11/20/20,1.4
45-64,11/21/20,1.6
45-64,11/22/20,1.9
45-64,11/23/20,2.3
45-64,11/24/20,2.1
45-64,11/25/20,2.6
45-64,11/26/20,2.6
45-64,11/27/20,2.3
45-64,11/28/20,2
45-64,11/29/20,2.6
45-64,11/30/20,2.3
45-64,12/01/20,2.6
45-64,12/02/20,2.3
45-64,12/03/20,1.9
45-64,12/04/20,1.9
45-64,12/05/20,2
45-64,12/06/20,1.3
45-64,12/07/20,1.3
45-64,12/08/20,1
45-64,12/09/20,1
45-64,12/10/20,1.4
45-64,12/11/20,2
45-64,12/12/20,2.4
45-64,12/13/20,2.9
45-64,12/14/20,3.1
45-64,12/15/20,3.1
45-64,12/16/20,3.6
45-64,12/17/20,3.9
45-64,12/18/20,3.3
45-64,12/19/20,2.7
45-64,12/20/20,2.3
45-64,12/21/20,2.1
45-64,12/22/20,2.4
45-64,12/23/20,2.1
45-64,12/24/20,1.7
45-64,12/25/20,1.7
45-64,12/26/20,2.7
45-64,12/27/20,3.1
45-64,12/28/20,3.1
45-64,12/29/20,2.9
45-64,12/30/20,2.9
45-64,12/31/20,2.9
45-64,01/01/21,2.7
45-64,01/02/21,1.7
45-64,01/03/21,1.1
45-64,01/04/21,1
45-64,01/05/21,1.6
45-64,01/06/21,1.9
45-64,01/07/21,2.1
45-64,01/08/21,2.4
45-64,01/09/21,2.6
45-64,01/10/21,3.3
45-64,01/11/21,3.9
45-64,01/12/21,3.3
45-64,01/13/21,2.9
45-64,01/14/21,2.6
45-64,01/15/21,2.6
45-64,01/16/21,3
45-64,01/17/21,2.9
45-64,01/18/21,2.6
45-64,01/19/21,2.4
45-64,01/20/21,2.6
45-64,01/21/21,2.4
45-64,01/22/21,2.3
45-64,01/23/21,2
45-64,01/24/21,1.6
45-64,01/25/21,1.6
45-64,01/26/21,2.3
45-64,01/27/21,2.1
45-64,01/28/21,2.4
45-64,01/29/21,2.4
45-64,01/30/21,2.4
45-64,01/31/21,2.4
45-64,02/01/21,2.3
45-64,02/02/21,2
45-64,02/03/21,2
45-64,02/04/21,1.9
45-64,02/05/21,1.7
45-64,02/06/21,1.7
45-64,02/07/21,1.7
45-64,02/08/21,1.7
45-64,02/09/21,1.3
45-64,02/10/21,1.4
45-64,02/11/21,1.4
45-64,02/12/21,1.6
45-64,02/13/21,1.6
45-64,02/14/21,1.6
45-64,02/15/21,1.3
45-64,02/16/21,1.3
45-64,02/17/21,1
45-64,02/18/21,1
45-64,02/19/21,1
45-64,02/20/21,0.7
45-64,02/21/21,0.7
45-64,02/22/21,1.1
45-64,02/23/21,1.1
45-64,02/24/21,1.1
45-64,02/25/21,1
45-64,02/26/21,0.9
45-64,02/27/21,1
45-64,02/28/21,1.1
45-64,03/01/21,1.1
45-64,03/02/21,1.1
45-64,03/03/21,1.4
45-64,03/04/21,1.3
45-64,03/05/21,1.3
45-64,03/06/21,1.1
45-64,03/07/21,0.9
45-64,03/08/21,0.6
45-64,03/09/21,0.6
45-64,03/10/21,0.4
45-64,03/11/21,0.6
45-64,03/12/21,0.6
45-64,03/13/21,1.1
45-64,03/14/21,1.3
45-64,03/15/21,1.1
45-64,03/16/21,1.1
45-64,03/17/21,1.1
45-64,03/18/21,1.1
45-64,03/19/21,1
45-64,03/20/21,0.4
45-64,03/21/21,0.4
45-64,03/22/21,0.4
45-64,03/23/21,0.6
45-64,03/24/21,0.6
45-64,03/25/21,0.6
45-64,03/26/21,0.9
45-64,03/27/21,1
45-64,03/28/21,1
45-64,03/29/21,1
45-64,03/30/21,0.9
45-64,03/31/21,0.7
45-64,04/01/21,0.9
45-64,04/02/21,0.6
45-64,04/03/21,0.6
45-64,04/04/21,0.4
45-64,04/05/21,0.6
45-64,04/06/21,0.6
45-64,04/07/21,0.6
45-64,04/08/21,0.4
45-64,04/09/21,0.4
45-64,04/10/21,0.3
45-64,04/11/21,0.4
45-64,04/12/21,0.3
45-64,04/13/21,0.3
45-64,04/14/21,0.4
45-64,04/15/21,0.7
45-64,04/16/21,0.7
45-64,04/17/21,0.7
45-64,04/18/21,0.9
45-64,04/19/21,1
45-64,04/20/21,1
45-64,04/21/21,1
45-64,04/22/21,0.9
45-64,04/23/21,1
45-64,04/24/21,1
45-64,04/25/21,0.9
45-64,04/26/21,0.9
45-64,04/27/21,1
45-64,04/28/21,0.9
45-64,04/29/21,0.6
45-64,04/30/21,0.6
45-64,05/01/21,0.6
45-64,05/02/21,0.4
45-64,05/03/21,0.6
45-64,05/04/21,0.6
45-64,05/05/21,0.6
45-64,05/06/21,0.9
45-64,05/07/21,0.7
45-64,05/08/21,0.9
45-64,05/09/21,0.9
45-64,05/10/21,0.7
