Age Group,Date of Death,7-Day Average
0-1,05/12/23,0
0-1,05/13/23,0
0-1,05/14/23,0
0-1,05/15/23,0
0-1,05/16/23,0
0-1,05/17/23,0
0-1,05/18/23,0
0-1,05/19/23,0
0-1,05/20/23,0
0-1,05/21/23,0
0-1,05/22/23,0
0-1,05/23/23,0
0-1,05/24/23,0
0-1,05/25/23,0
0-1,05/26/23,0
0-1,05/27/23,0
0-1,05/28/23,0
0-1,05/29/23,0
0-1,05/30/23,0
0-1,05/31/23,0
0-1,06/01/23,0
0-1,06/02/23,0
0-1,06/03/23,0
0-1,06/04/23,0
0-1,06/05/23,0
0-1,06/06/23,0
0-1,06/07/23,0
0-1,06/08/23,0
0-1,06/09/23,0
0-1,06/10/23,0
0-1,06/11/23,0
0-1,06/12/23,0
0-1,06/13/23,0
0-1,06/14/23,0
0-1,06/15/23,0
0-1,06/16/23,0
0-1,06/17/23,0
0-1,06/18/23,0
0-1,06/19/23,0
0-1,06/20/23,0
0-1,06/21/23,0
0-1,06/22/23,0
0-1,06/23/23,0
0-1,06/24/23,0
0-1,06/25/23,0
0-1,06/26/23,0
0-1,06/27/23,0
0-1,06/28/23,0
0-1,06/29/23,0
0-1,06/30/23,0
0-1,07/01/23,0
0-1,07/02/23,0
0-1,07/03/23,0
0-1,07/04/23,0
0-1,07/05/23,0
0-1,07/06/23,0
0-1,07/07/23,0
0-1,07/08/23,0
0-1,07/09/23,0
0-1,07/10/23,0
0-1,07/11/23,0
0-1,07/12/23,0
0-1,07/13/23,0
0-1,07/14/23,0
0-1,07/15/23,0
0-1,07/16/23,0
0-1,07/17/23,0
0-1,07/18/23,0
0-1,07/19/23,0
0-1,07/20/23,0
0-1,07/21/23,0
0-1,07/22/23,0
0-1,07/23/23,0
0-1,07/24/23,0
0-1,07/25/23,0
0-1,07/26/23,0
0-1,07/27/23,0
0-1,07/28/23,0
0-1,07/29/23,0
0-1,07/30/23,0
0-1,07/31/23,0
0-1,08/01/23,0
0-1,08/02/23,0
0-1,08/03/23,0
0-1,08/04/23,0
0-1,08/05/23,0
0-1,08/06/23,0
0-1,08/07/23,0
0-1,08/08/23,0
0-1,08/09/23,0
0-1,08/10/23,0
0-1,08/11/23,0
0-1,08/12/23,0
0-1,08/13/23,0
0-1,08/14/23,0
0-1,08/15/23,0
0-1,08/16/23,0
0-1,08/17/23,0
0-1,08/18/23,0
0-1,08/19/23,0
0-1,08/20/23,0
0-1,08/21/23,0
0-1,08/22/23,0
0-1,08/23/23,0
0-1,08/24/23,0
0-1,08/25/23,0
0-1,08/26/23,0
0-1,08/27/23,0
0-1,08/28/23,0
0-1,08/29/23,0
0-1,08/30/23,0
0-1,08/31/23,0
0-1,09/01/23,0
0-1,09/02/23,0
0-1,09/03/23,0
0-1,09/04/23,0
0-1,09/05/23,0
0-1,09/06/23,0
0-1,09/07/23,0
0-1,09/08/23,0
0-1,09/09/23,0
0-1,09/10/23,0
0-1,09/11/23,0
0-1,09/12/23,0
0-1,09/13/23,0
0-1,09/14/23,0
0-1,09/15/23,0
0-1,09/16/23,0
0-1,09/17/23,0
0-1,09/18/23,0
0-1,09/19/23,0
0-1,09/20/23,0
0-1,09/21/23,0
0-1,09/22/23,0
0-1,09/23/23,0
0-1,09/24/23,0
0-1,09/25/23,0
0-1,09/26/23,0
0-1,09/27/23,0
0-1,09/28/23,0
0-1,09/29/23,0
0-1,09/30/23,0
0-1,10/01/23,0
0-1,10/02/23,0
0-1,10/03/23,0
0-1,10/04/23,0
0-1,10/05/23,0
0-1,10/06/23,0
0-1,10/07/23,0
0-1,10/08/23,0
0-1,10/09/23,0
0-1,10/10/23,0
0-1,10/11/23,0
0-1,10/12/23,0
0-1,10/13/23,0
0-1,10/14/23,0
0-1,10/15/23,0
0-1,10/16/23,0
0-1,10/17/23,0
0-1,10/18/23,0
0-1,10/19/23,0
0-1,10/20/23,0
0-1,10/21/23,0
0-1,10/22/23,0
0-1,10/23/23,0
0-1,10/24/23,0
0-1,10/25/23,0
0-1,10/26/23,0
0-1,10/27/23,0
0-1,10/28/23,0
0-1,10/29/23,0
0-1,10/30/23,0
0-1,10/31/23,0
0-1,11/01/23,0
0-1,11/02/23,0
0-1,11/03/23,0
0-1,11/04/23,0
0-1,11/05/23,0
0-1,11/06/23,0
0-1,11/07/23,0
0-1,11/08/23,0
0-1,11/09/23,0
0-1,11/10/23,0
0-1,11/11/23,0
0-1,11/12/23,0
0-1,11/13/23,0
0-1,11/14/23,0
0-1,11/15/23,0
0-1,11/16/23,0
0-1,11/17/23,0
0-1,11/18/23,0
0-1,11/19/23,0
0-1,11/20/23,0
0-1,11/21/23,0
0-1,11/22/23,0
0-1,11/23/23,0
0-1,11/24/23,0
0-1,11/25/23,0
0-1,11/26/23,0
0-1,11/27/23,0
0-1,11/28/23,0
0-1,11/29/23,0
0-1,11/30/23,0
0-1,12/01/23,0
0-1,12/02/23,0
0-1,12/03/23,0
0-1,12/04/23,0
0-1,12/05/23,0
0-1,12/06/23,0
0-1,12/07/23,0
0-1,12/08/23,0
0-1,12/09/23,0
0-1,12/10/23,0
0-1,12/11/23,0
0-1,12/12/23,0
0-1,12/13/23,0
0-1,12/14/23,0
0-1,12/15/23,0
0-1,12/16/23,0
0-1,12/17/23,0
0-1,12/18/23,0
0-1,12/19/23,0
0-1,12/20/23,0
0-1,12/21/23,0
0-1,12/22/23,0
0-1,12/23/23,0
0-1,12/24/23,0
0-1,12/25/23,0
0-1,12/26/23,0
0-1,12/27/23,0
0-1,12/28/23,0
0-1,12/29/23,0
0-1,12/30/23,0
0-1,12/31/23,0
0-1,01/01/24,0
0-1,01/02/24,0
0-1,01/03/24,0
0-1,01/04/24,0
0-1,01/05/24,0
0-1,01/06/24,0
0-1,01/07/24,0
0-1,01/08/24,0
0-1,01/09/24,0
0-1,01/10/24,0
0-1,01/11/24,0
0-1,01/12/24,0
0-1,01/13/24,0
0-1,01/14/24,0
0-1,01/15/24,0
0-1,01/16/24,0
0-1,01/17/24,0
0-1,01/18/24,0
0-1,01/19/24,0
0-1,01/20/24,0
0-1,01/21/24,0
0-1,01/22/24,0
0-1,01/23/24,0
0-1,01/24/24,0
0-1,01/25/24,0
0-1,01/26/24,0
0-1,01/27/24,0
0-1,01/28/24,0
0-1,01/29/24,0
0-1,01/30/24,0
0-1,01/31/24,0
0-1,02/01/24,0
0-1,02/02/24,0
0-1,02/03/24,0
0-1,02/04/24,0
0-1,02/05/24,0
0-1,02/06/24,0
0-1,02/07/24,0
0-1,02/08/24,0
0-1,02/09/24,0
0-1,02/10/24,0
0-1,02/11/24,0
0-1,02/12/24,0
0-1,02/13/24,0
0-1,02/14/24,0
0-1,02/15/24,0
0-1,02/16/24,0
0-1,02/17/24,0
0-1,02/18/24,0
0-1,02/19/24,0
0-1,02/20/24,0
0-1,02/21/24,0
0-1,02/22/24,0
0-1,02/23/24,0
0-1,02/24/24,0
0-1,02/25/24,0
0-1,02/26/24,0
0-1,02/27/24,0
0-1,02/28/24,0
0-1,02/29/24,0
0-1,03/01/24,0
0-1,03/02/24,0
0-1,03/03/24,0
0-1,03/04/24,0
0-1,03/05/24,0
0-1,03/06/24,0
0-1,03/07/24,0
0-1,03/08/24,0
0-1,03/09/24,0
0-1,03/10/24,0
0-1,03/11/24,0
0-1,03/12/24,0
0-1,03/13/24,0
0-1,03/14/24,0
0-1,03/15/24,0
0-1,03/16/24,0
0-1,03/17/24,0
0-1,03/18/24,0
0-1,03/19/24,0
0-1,03/20/24,0
0-1,03/21/24,0
0-1,03/22/24,0
0-1,03/23/24,0
0-1,03/24/24,0
0-1,03/25/24,0
0-1,03/26/24,0
0-1,03/27/24,0
0-1,03/28/24,0
0-1,03/29/24,0
0-1,03/30/24,0
0-1,03/31/24,0
0-1,04/01/24,0
0-1,04/02/24,0
0-1,04/03/24,0
0-1,04/04/24,0
0-1,04/05/24,0
0-1,04/06/24,0
0-1,04/07/24,0
0-1,04/08/24,0
0-1,04/09/24,0
0-1,04/10/24,0
0-1,04/11/24,0
0-1,04/12/24,0
0-1,04/13/24,0
0-1,04/14/24,0
0-1,04/15/24,0
0-1,04/16/24,0
0-1,04/17/24,0
0-1,04/18/24,0
0-1,04/19/24,0
0-1,04/20/24,0
0-1,04/21/24,0
0-1,04/22/24,0
0-1,04/23/24,0
0-1,04/24/24,0
0-1,04/25/24,0
0-1,04/26/24,0
0-1,04/27/24,0
0-1,04/28/24,0
0-1,04/29/24,0
0-1,04/30/24,0
0-1,05/01/24,0
0-1,05/02/24,0
0-1,05/03/24,0
0-1,05/04/24,0
0-1,05/05/24,0
0-1,05/06/24,0
0-1,05/07/24,0
0-1,05/08/24,0
0-1,05/09/24,0
0-1,05/10/24,0
0-1,05/11/24,0
0-1,05/12/24,0
0-1,05/13/24,0
0-1,05/14/24,0
0-1,05/15/24,0
0-1,05/16/24,0
0-1,05/17/24,0
0-1,05/18/24,0
0-1,05/19/24,0
0-1,05/20/24,0
0-1,05/21/24,0
0-1,05/22/24,0
0-1,05/23/24,0
0-1,05/24/24,0
0-1,05/25/24,0
0-1,05/26/24,0
0-1,05/27/24,0
0-1,05/28/24,0
0-1,05/29/24,0
0-1,05/30/24,0
0-1,05/31/24,0
0-1,06/01/24,0
0-1,06/02/24,0
0-1,06/03/24,0
0-1,06/04/24,0
0-1,06/05/24,0
0-1,06/06/24,0
0-1,06/07/24,0
0-1,06/08/24,0
0-1,06/09/24,0
0-1,06/10/24,0
0-1,06/11/24,0
0-1,06/12/24,0
0-1,06/13/24,0
0-1,06/14/24,0
0-1,06/15/24,0
0-1,06/16/24,0
0-1,06/17/24,0
0-1,06/18/24,0
0-1,06/19/24,0
0-1,06/20/24,0
0-1,06/21/24,0
0-1,06/22/24,0
0-1,06/23/24,0
0-1,06/24/24,0
0-1,06/25/24,0
0-1,06/26/24,0
0-1,06/27/24,0
0-1,06/28/24,0
0-1,06/29/24,0
0-1,06/30/24,0
0-1,07/01/24,0
0-1,07/02/24,0
0-1,07/03/24,0
0-1,07/04/24,0
0-1,07/05/24,0
0-1,07/06/24,0
0-1,07/07/24,0
0-1,07/08/24,0
0-1,07/09/24,0
0-1,07/10/24,0
1-14,03/06/20,NA
1-14,03/07/20,NA
1-14,03/08/20,NA
1-14,03/09/20,NA
1-14,03/10/20,NA
1-14,03/11/20,NA
1-14,03/12/20,0
1-14,03/13/20,0
1-14,03/14/20,0
1-14,03/15/20,0
1-14,03/16/20,0
1-14,03/17/20,0
1-14,03/18/20,0
1-14,03/19/20,0
1-14,03/20/20,0
1-14,03/21/20,0
1-14,03/22/20,0
1-14,03/23/20,0
1-14,03/24/20,0
1-14,03/25/20,0
1-14,03/26/20,0
1-14,03/27/20,0
1-14,03/28/20,0
1-14,03/29/20,0
1-14,03/30/20,0
1-14,03/31/20,0
1-14,04/01/20,0
1-14,04/02/20,0
1-14,04/03/20,0
1-14,04/04/20,0
1-14,04/05/20,0
1-14,04/06/20,0
1-14,04/07/20,0
1-14,04/08/20,0
1-14,04/09/20,0
1-14,04/10/20,0
1-14,04/11/20,0
1-14,04/12/20,0
1-14,04/13/20,0
1-14,04/14/20,0
1-14,04/15/20,0
1-14,04/16/20,0
1-14,04/17/20,0
1-14,04/18/20,0
1-14,04/19/20,0
1-14,04/20/20,0
1-14,04/21/20,0
1-14,04/22/20,0
1-14,04/23/20,0
1-14,04/24/20,0
1-14,04/25/20,0
1-14,04/26/20,0
1-14,04/27/20,0
1-14,04/28/20,0
1-14,04/29/20,0
1-14,04/30/20,0
1-14,05/01/20,0
1-14,05/02/20,0
1-14,05/03/20,0
1-14,05/04/20,0
1-14,05/05/20,0
1-14,05/06/20,0
1-14,05/07/20,0
1-14,05/08/20,0
1-14,05/09/20,0
1-14,05/10/20,0
1-14,05/11/20,0
1-14,05/12/20,0
1-14,05/13/20,0
1-14,05/14/20,0
1-14,05/15/20,0
1-14,05/16/20,0
1-14,05/17/20,0
1-14,05/18/20,0
1-14,05/19/20,0
1-14,05/20/20,0
1-14,05/21/20,0
1-14,05/22/20,0
1-14,05/23/20,0
1-14,05/24/20,0
1-14,05/25/20,0
1-14,05/26/20,0
1-14,05/27/20,0
1-14,05/28/20,0
1-14,05/29/20,0
1-14,05/30/20,0
1-14,05/31/20,0
1-14,06/01/20,0
1-14,06/02/20,0
1-14,06/03/20,0
1-14,06/04/20,0
1-14,06/05/20,0
1-14,06/06/20,0
1-14,06/07/20,0
1-14,06/08/20,0
1-14,06/09/20,0
1-14,06/10/20,0
1-14,06/11/20,0
1-14,06/12/20,0
1-14,06/13/20,0
1-14,06/14/20,0
1-14,06/15/20,0
1-14,06/16/20,0
1-14,06/17/20,0
1-14,06/18/20,0
1-14,06/19/20,0
1-14,06/20/20,0
1-14,06/21/20,0
1-14,06/22/20,0
1-14,06/23/20,0
1-14,06/24/20,0
1-14,06/25/20,0
1-14,06/26/20,0
1-14,06/27/20,0
1-14,06/28/20,0
1-14,06/29/20,0
1-14,06/30/20,0
1-14,07/01/20,0
1-14,07/02/20,0
1-14,07/03/20,0
1-14,07/04/20,0
1-14,07/05/20,0
1-14,07/06/20,0
1-14,07/07/20,0
1-14,07/08/20,0
1-14,07/09/20,0
1-14,07/10/20,0
1-14,07/11/20,0
1-14,07/12/20,0
1-14,07/13/20,0
1-14,07/14/20,0
1-14,07/15/20,0
1-14,07/16/20,0
1-14,07/17/20,0
1-14,07/18/20,0
1-14,07/19/20,0
1-14,07/20/20,0
1-14,07/21/20,0
1-14,07/22/20,0
1-14,07/23/20,0
1-14,07/24/20,0
1-14,07/25/20,0
1-14,07/26/20,0
1-14,07/27/20,0
1-14,07/28/20,0
1-14,07/29/20,0
1-14,07/30/20,0
1-14,07/31/20,0
1-14,08/01/20,0
1-14,08/02/20,0
1-14,08/03/20,0
1-14,08/04/20,0
1-14,08/05/20,0
1-14,08/06/20,0
1-14,08/07/20,0
1-14,08/08/20,0
1-14,08/09/20,0
1-14,08/10/20,0
1-14,08/11/20,0
1-14,08/12/20,0
1-14,08/13/20,0
1-14,08/14/20,0
1-14,08/15/20,0
1-14,08/16/20,0
1-14,08/17/20,0
1-14,08/18/20,0
1-14,08/19/20,0
1-14,08/20/20,0
1-14,08/21/20,0
1-14,08/22/20,0
1-14,08/23/20,0
1-14,08/24/20,0
1-14,08/25/20,0
1-14,08/26/20,0
1-14,08/27/20,0
1-14,08/28/20,0
1-14,08/29/20,0
1-14,08/30/20,0
1-14,08/31/20,0
1-14,09/01/20,0
1-14,09/02/20,0
1-14,09/03/20,0
1-14,09/04/20,0
1-14,09/05/20,0
1-14,09/06/20,0
1-14,09/07/20,0
1-14,09/08/20,0
1-14,09/09/20,0
1-14,09/10/20,0
1-14,09/11/20,0
1-14,09/12/20,0
1-14,09/13/20,0
1-14,09/14/20,0
1-14,09/15/20,0
1-14,09/16/20,0
1-14,09/17/20,0
1-14,09/18/20,0
1-14,09/19/20,0
1-14,09/20/20,0
1-14,09/21/20,0
1-14,09/22/20,0
1-14,09/23/20,0
1-14,09/24/20,0
1-14,09/25/20,0
1-14,09/26/20,0
1-14,09/27/20,0
1-14,09/28/20,0
1-14,09/29/20,0
1-14,09/30/20,0
1-14,10/01/20,0
1-14,10/02/20,0
1-14,10/03/20,0
1-14,10/04/20,0
1-14,10/05/20,0
1-14,10/06/20,0
1-14,10/07/20,0
1-14,10/08/20,0
1-14,10/09/20,0
1-14,10/10/20,0
1-14,10/11/20,0
1-14,10/12/20,0
1-14,10/13/20,0
1-14,10/14/20,0
1-14,10/15/20,0
1-14,10/16/20,0
1-14,10/17/20,0
1-14,10/18/20,0
1-14,10/19/20,0
1-14,10/20/20,0
1-14,10/21/20,0
1-14,10/22/20,0
1-14,10/23/20,0
1-14,10/24/20,0
1-14,10/25/20,0
1-14,10/26/20,0
1-14,10/27/20,0
1-14,10/28/20,0
1-14,10/29/20,0
1-14,10/30/20,0
1-14,10/31/20,0
1-14,11/01/20,0
1-14,11/02/20,0
1-14,11/03/20,0
1-14,11/04/20,0
1-14,11/05/20,0.1
1-14,11/06/20,0.1
1-14,11/07/20,0.1
1-14,11/08/20,0.1
1-14,11/09/20,0.1
1-14,11/10/20,0.1
1-14,11/11/20,0.1
1-14,11/12/20,0
1-14,11/13/20,0
1-14,11/14/20,0
1-14,11/15/20,0
1-14,11/16/20,0
1-14,11/17/20,0
1-14,11/18/20,0
1-14,11/19/20,0
1-14,11/20/20,0
1-14,11/21/20,0
1-14,11/22/20,0
1-14,11/23/20,0
1-14,11/24/20,0
1-14,11/25/20,0
1-14,11/26/20,0
1-14,11/27/20,0
1-14,11/28/20,0
1-14,11/29/20,0
1-14,11/30/20,0
1-14,12/01/20,0
1-14,12/02/20,0
1-14,12/03/20,0
1-14,12/04/20,0
1-14,12/05/20,0
1-14,12/06/20,0
1-14,12/07/20,0
1-14,12/08/20,0
1-14,12/09/20,0
1-14,12/10/20,0
1-14,12/11/20,0
1-14,12/12/20,0
1-14,12/13/20,0
1-14,12/14/20,0
1-14,12/15/20,0
1-14,12/16/20,0
1-14,12/17/20,0
1-14,12/18/20,0
1-14,12/19/20,0
1-14,12/20/20,0
1-14,12/21/20,0
1-14,12/22/20,0
1-14,12/23/20,0
1-14,12/24/20,0
1-14,12/25/20,0
1-14,12/26/20,0
1-14,12/27/20,0
1-14,12/28/20,0
1-14,12/29/20,0
1-14,12/30/20,0
1-14,12/31/20,0
1-14,01/01/21,0
1-14,01/02/21,0
1-14,01/03/21,0
1-14,01/04/21,0
1-14,01/05/21,0
1-14,01/06/21,0
1-14,01/07/21,0
1-14,01/08/21,0
1-14,01/09/21,0
1-14,01/10/21,0
1-14,01/11/21,0
1-14,01/12/21,0
1-14,01/13/21,0
1-14,01/14/21,0
1-14,01/15/21,0
1-14,01/16/21,0
1-14,01/17/21,0
1-14,01/18/21,0
1-14,01/19/21,0
1-14,01/20/21,0
1-14,01/21/21,0
1-14,01/22/21,0
1-14,01/23/21,0
1-14,01/24/21,0
1-14,01/25/21,0
1-14,01/26/21,0
1-14,01/27/21,0
1-14,01/28/21,0
1-14,01/29/21,0
1-14,01/30/21,0
1-14,01/31/21,0
1-14,02/01/21,0
1-14,02/02/21,0
1-14,02/03/21,0
1-14,02/04/21,0
1-14,02/05/21,0
1-14,02/06/21,0
1-14,02/07/21,0
1-14,02/08/21,0
1-14,02/09/21,0
1-14,02/10/21,0
1-14,02/11/21,0
1-14,02/12/21,0
1-14,02/13/21,0
1-14,02/14/21,0
1-14,02/15/21,0
1-14,02/16/21,0
1-14,02/17/21,0
1-14,02/18/21,0
1-14,02/19/21,0
1-14,02/20/21,0
1-14,02/21/21,0
1-14,02/22/21,0
1-14,02/23/21,0
1-14,02/24/21,0
1-14,02/25/21,0
1-14,02/26/21,0
1-14,02/27/21,0
1-14,02/28/21,0
1-14,03/01/21,0
1-14,03/02/21,0
1-14,03/03/21,0
1-14,03/04/21,0
1-14,03/05/21,0
1-14,03/06/21,0
1-14,03/07/21,0
1-14,03/08/21,0
1-14,03/09/21,0
1-14,03/10/21,0
1-14,03/11/21,0
1-14,03/12/21,0
1-14,03/13/21,0
1-14,03/14/21,0
1-14,03/15/21,0
1-14,03/16/21,0
1-14,03/17/21,0
1-14,03/18/21,0
1-14,03/19/21,0
1-14,03/20/21,0
1-14,03/21/21,0
1-14,03/22/21,0
1-14,03/23/21,0
1-14,03/24/21,0
1-14,03/25/21,0
1-14,03/26/21,0
1-14,03/27/21,0
1-14,03/28/21,0
1-14,03/29/21,0
1-14,03/30/21,0
1-14,03/31/21,0
1-14,04/01/21,0
1-14,04/02/21,0
1-14,04/03/21,0
1-14,04/04/21,0
1-14,04/05/21,0
1-14,04/06/21,0
1-14,04/07/21,0
1-14,04/08/21,0
1-14,04/09/21,0
1-14,04/10/21,0
1-14,04/11/21,0
1-14,04/12/21,0
1-14,04/13/21,0
1-14,04/14/21,0
1-14,04/15/21,0
1-14,04/16/21,0
1-14,04/17/21,0
1-14,04/18/21,0
1-14,04/19/21,0
1-14,04/20/21,0
1-14,04/21/21,0
1-14,04/22/21,0
1-14,04/23/21,0
1-14,04/24/21,0
1-14,04/25/21,0
1-14,04/26/21,0
1-14,04/27/21,0
1-14,04/28/21,0
1-14,04/29/21,0
1-14,04/30/21,0
1-14,05/01/21,0
1-14,05/02/21,0
1-14,05/03/21,0
1-14,05/04/21,0
1-14,05/05/21,0
1-14,05/06/21,0
1-14,05/07/21,0
1-14,05/08/21,0
1-14,05/09/21,0
1-14,05/10/21,0
1-14,05/11/21,0
1-14,05/12/21,0
1-14,05/13/21,0
1-14,05/14/21,0
1-14,05/15/21,0
1-14,05/16/21,0
1-14,05/17/21,0
1-14,05/18/21,0
1-14,05/19/21,0
1-14,05/20/21,0
1-14,05/21/21,0
1-14,05/22/21,0
1-14,05/23/21,0
1-14,05/24/21,0
1-14,05/25/21,0
1-14,05/26/21,0
1-14,05/27/21,0
1-14,05/28/21,0
1-14,05/29/21,0
1-14,05/30/21,0
1-14,05/31/21,0
1-14,06/01/21,0
1-14,06/02/21,0
1-14,06/03/21,0
1-14,06/04/21,0
1-14,06/05/21,0
1-14,06/06/21,0
1-14,06/07/21,0
1-14,06/08/21,0
1-14,06/09/21,0
1-14,06/10/21,0
1-14,06/11/21,0
1-14,06/12/21,0
1-14,06/13/21,0
1-14,06/14/21,0
1-14,06/15/21,0
1-14,06/16/21,0
1-14,06/17/21,0
1-14,06/18/21,0
1-14,06/19/21,0
1-14,06/20/21,0
1-14,06/21/21,0
1-14,06/22/21,0
1-14,06/23/21,0
1-14,06/24/21,0
1-14,06/25/21,0
1-14,06/26/21,0
1-14,06/27/21,0
1-14,06/28/21,0
1-14,06/29/21,0
1-14,06/30/21,0
1-14,07/01/21,0
1-14,07/02/21,0
1-14,07/03/21,0
1-14,07/04/21,0
1-14,07/05/21,0
1-14,07/06/21,0
1-14,07/07/21,0
1-14,07/08/21,0
1-14,07/09/21,0
1-14,07/10/21,0
1-14,07/11/21,0
1-14,07/12/21,0
1-14,07/13/21,0
1-14,07/14/21,0
1-14,07/15/21,0
1-14,07/16/21,0
1-14,07/17/21,0
1-14,07/18/21,0
1-14,07/19/21,0
1-14,07/20/21,0
1-14,07/21/21,0
1-14,07/22/21,0
1-14,07/23/21,0
1-14,07/24/21,0
1-14,07/25/21,0
1-14,07/26/21,0
1-14,07/27/21,0
1-14,07/28/21,0
1-14,07/29/21,0
1-14,07/30/21,0
1-14,07/31/21,0
1-14,08/01/21,0
1-14,08/02/21,0
1-14,08/03/21,0
1-14,08/04/21,0
1-14,08/05/21,0
1-14,08/06/21,0
1-14,08/07/21,0
1-14,08/08/21,0
1-14,08/09/21,0
1-14,08/10/21,0
1-14,08/11/21,0
1-14,08/12/21,0
1-14,08/13/21,0
1-14,08/14/21,0
1-14,08/15/21,0
1-14,08/16/21,0
1-14,08/17/21,0
1-14,08/18/21,0
1-14,08/19/21,0
1-14,08/20/21,0
1-14,08/21/21,0
1-14,08/22/21,0
1-14,08/23/21,0
1-14,08/24/21,0
1-14,08/25/21,0
1-14,08/26/21,0
1-14,08/27/21,0
1-14,08/28/21,0
1-14,08/29/21,0
1-14,08/30/21,0
1-14,08/31/21,0
1-14,09/01/21,0
1-14,09/02/21,0
1-14,09/03/21,0
1-14,09/04/21,0
1-14,09/05/21,0
1-14,09/06/21,0
1-14,09/07/21,0
1-14,09/08/21,0
1-14,09/09/21,0
1-14,09/10/21,0
1-14,09/11/21,0
1-14,09/12/21,0
1-14,09/13/21,0
1-14,09/14/21,0
1-14,09/15/21,0
1-14,09/16/21,0
1-14,09/17/21,0
1-14,09/18/21,0
1-14,09/19/21,0
1-14,09/20/21,0
1-14,09/21/21,0
1-14,09/22/21,0
1-14,09/23/21,0
1-14,09/24/21,0
1-14,09/25/21,0
1-14,09/26/21,0
1-14,09/27/21,0
1-14,09/28/21,0
1-14,09/29/21,0
1-14,09/30/21,0
1-14,10/01/21,0
1-14,10/02/21,0
1-14,10/03/21,0
1-14,10/04/21,0
1-14,10/05/21,0
1-14,10/06/21,0
1-14,10/07/21,0
1-14,10/08/21,0
1-14,10/09/21,0
1-14,10/10/21,0
1-14,10/11/21,0
1-14,10/12/21,0
1-14,10/13/21,0
1-14,10/14/21,0
1-14,10/15/21,0
1-14,10/16/21,0
1-14,10/17/21,0
1-14,10/18/21,0
1-14,10/19/21,0
1-14,10/20/21,0
1-14,10/21/21,0
1-14,10/22/21,0
1-14,10/23/21,0
1-14,10/24/21,0
1-14,10/25/21,0
1-14,10/26/21,0
1-14,10/27/21,0
1-14,10/28/21,0
1-14,10/29/21,0
1-14,10/30/21,0
1-14,10/31/21,0
1-14,11/01/21,0
1-14,11/02/21,0
1-14,11/03/21,0
1-14,11/04/21,0
1-14,11/05/21,0
1-14,11/06/21,0
1-14,11/07/21,0
1-14,11/08/21,0
1-14,11/09/21,0
1-14,11/10/21,0
1-14,11/11/21,0
1-14,11/12/21,0
1-14,11/13/21,0
1-14,11/14/21,0
1-14,11/15/21,0
1-14,11/16/21,0
1-14,11/17/21,0
1-14,11/18/21,0
1-14,11/19/21,0.1
1-14,11/20/21,0.1
1-14,11/21/21,0.1
1-14,11/22/21,0.1
1-14,11/23/21,0.1
1-14,11/24/21,0.1
1-14,11/25/21,0.1
1-14,11/26/21,0
1-14,11/27/21,0
1-14,11/28/21,0
1-14,11/29/21,0
1-14,11/30/21,0
1-14,12/01/21,0
1-14,12/02/21,0
1-14,12/03/21,0
1-14,12/04/21,0
1-14,12/05/21,0
1-14,12/06/21,0
1-14,12/07/21,0
1-14,12/08/21,0
1-14,12/09/21,0
1-14,12/10/21,0
1-14,12/11/21,0
1-14,12/12/21,0
1-14,12/13/21,0.1
1-14,12/14/21,0.1
1-14,12/15/21,0.1
1-14,12/16/21,0.1
1-14,12/17/21,0.1
1-14,12/18/21,0.1
1-14,12/19/21,0.1
1-14,12/20/21,0
1-14,12/21/21,0
1-14,12/22/21,0
1-14,12/23/21,0
1-14,12/24/21,0
1-14,12/25/21,0
1-14,12/26/21,0
1-14,12/27/21,0
1-14,12/28/21,0
1-14,12/29/21,0
1-14,12/30/21,0
1-14,12/31/21,0
1-14,01/01/22,0
1-14,01/02/22,0
1-14,01/03/22,0
1-14,01/04/22,0
1-14,01/05/22,0
1-14,01/06/22,0
1-14,01/07/22,0
1-14,01/08/22,0
1-14,01/09/22,0
1-14,01/10/22,0
1-14,01/11/22,0
1-14,01/12/22,0
1-14,01/13/22,0
1-14,01/14/22,0
1-14,01/15/22,0
1-14,01/16/22,0
1-14,01/17/22,0
1-14,01/18/22,0
1-14,01/19/22,0
1-14,01/20/22,0
1-14,01/21/22,0
1-14,01/22/22,0
1-14,01/23/22,0
1-14,01/24/22,0
1-14,01/25/22,0
1-14,01/26/22,0
1-14,01/27/22,0
1-14,01/28/22,0
1-14,01/29/22,0
1-14,01/30/22,0
1-14,01/31/22,0
1-14,02/01/22,0
1-14,02/02/22,0
1-14,02/03/22,0
1-14,02/04/22,0
1-14,02/05/22,0
1-14,02/06/22,0
1-14,02/07/22,0
1-14,02/08/22,0
1-14,02/09/22,0
1-14,02/10/22,0
1-14,02/11/22,0
1-14,02/12/22,0
1-14,02/13/22,0
1-14,02/14/22,0
1-14,02/15/22,0
1-14,02/16/22,0
1-14,02/17/22,0
1-14,02/18/22,0
1-14,02/19/22,0
1-14,02/20/22,0
1-14,02/21/22,0
1-14,02/22/22,0
1-14,02/23/22,0
1-14,02/24/22,0
1-14,02/25/22,0
1-14,02/26/22,0
1-14,02/27/22,0
1-14,02/28/22,0
1-14,03/01/22,0
1-14,03/02/22,0
1-14,03/03/22,0
1-14,03/04/22,0
1-14,03/05/22,0
1-14,03/06/22,0
1-14,03/07/22,0
1-14,03/08/22,0
1-14,03/09/22,0.1
